DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,fog,heavy_fog,thunder,sleet,hail,glaze,smoke,blowing_snow,tornado,high_wind,mist,drizzle,rain,snow,PRCP_unknown_source
2013-05-07,4.0,0.18,0.0,0.0,0.0,61.0,71.55555555555556,46.111111111111114,52.5,,,,,,,,,,,,,,,
2013-05-08,6.0,0.28,0.0,0.0,0.0,65.0,74.66666666666667,47.111111111111114,56.166666666666664,,,,,,,,,,,,,,,
2013-05-09,5.0,0.0,0.018429752066115704,0.0,0.0,64.0,74.66666666666667,48.111111111111114,53.0,1.0,,,,,,,,,,,,,,
2013-05-10,2.0,0.65,0.5230075187969925,0.0,0.0,47.0,57.44444444444444,43.77777777777778,45.666666666666664,1.0,,,,,,1.0,,,,,,,,
2013-05-11,2.0,0.28,0.0061739130434782605,0.0,0.0,50.0,57.22222222222222,42.888888888888886,46.666666666666664,1.0,,,,,,1.0,,,,,,,,
2013-05-12,2.5,0.1325,0.0002777777777777778,0.0,0.0,46.0,56.111111111111114,37.55555555555556,41.333333333333336,,,,,,,,,,,,,,,
2013-05-13,3.3333333333333335,0.26333333333333336,0.0005172413793103448,0.0,0.0,48.0,59.55555555555556,35.55555555555556,47.5,,,,,,,1.0,,,,,,,,
2013-05-14,6.0,0.4,0.0,0.0,0.0,65.0,81.0,48.22222222222222,67.0,,,,,,,1.0,,,,,,,,
2013-05-15,,,0.0067226890756302525,0.0,0.0,76.0,84.66666666666667,59.111111111111114,65.66666666666667,,,1.0,,,,1.0,,,,,,,,
2013-05-16,7.666666666666667,0.21,0.0037815126050420172,0.0,0.0,70.0,81.33333333333333,53.111111111111114,58.166666666666664,,,,,,,,,,,,,,,
2013-05-17,,,0.001826086956521739,0.0,0.0,61.0,74.0,54.0,58.166666666666664,,,,,,,1.0,,,,,,,,
2013-05-18,,,0.03517857142857143,0.0,0.0,66.0,75.22222222222223,55.111111111111114,63.333333333333336,1.0,,,,,,1.0,,,,,,,,
2013-05-19,2.5,0.005,0.00026785714285714287,0.0,0.0,72.0,83.22222222222223,58.77777777777778,73.5,1.0,,,,,,1.0,,,,,,,,
2013-05-20,3.0,0.025,0.046097560975609755,0.0,0.0,80.0,88.88888888888889,65.44444444444444,69.5,1.0,,1.0,,,,,,,1.0,,,,,
2013-05-21,18.0,2.58,1.1462676056338028,0.0,0.0,73.0,84.22222222222223,63.0,66.0,1.0,,1.0,,,,,,,1.0,,,,,
2013-05-22,,,0.6099253731343284,0.0,0.0,69.0,75.66666666666667,57.22222222222222,60.666666666666664,1.0,,1.0,,,,,,,,,,,,
2013-05-23,3.6666666666666665,1.37,0.5512,0.0,0.0,54.0,62.375,44.5,46.0,1.0,,1.0,,,,1.0,,,,,,,,
2013-05-24,2.3333333333333335,0.43333333333333335,0.02586206896551724,0.0,0.0,48.0,55.625,39.375,45.166666666666664,,,,,,,,,,,,,,,
2013-05-25,3.0,0.76,0.0052727272727272735,0.0,0.0,50.0,56.77777777777778,42.666666666666664,47.5,,,,,,,,,,,,,,,
2013-05-26,5.5,1.415,0.012815533980582525,0.0,0.0,54.0,63.888888888888886,43.44444444444444,55.666666666666664,,,1.0,,,,,,,,,,,,
2013-05-27,4.5,0.655,0.1433898305084746,0.0,0.0,57.0,63.375,53.75,56.8,1.0,,1.0,,,,1.0,,,,,,,,
2013-05-28,4.0,0.4444444444444444,0.4400806451612903,0.0,0.0,65.0,72.88888888888889,56.22222222222222,64.33333333333333,1.0,,1.0,,,,,,,,,,,,
2013-05-29,,,0.614351145038168,0.0,0.0,71.0,81.77777777777777,63.666666666666664,69.66666666666667,1.0,,1.0,,,,1.0,,,,,,,,
2013-05-30,5.8,0.8140000000000001,0.031743119266055046,0.0,0.0,76.0,83.77777777777777,64.0,68.5,1.0,,1.0,,,,1.0,,,,,,,,
2013-05-31,3.0,1.3739999999999999,0.6354198473282442,0.0,0.0,71.0,79.66666666666667,63.666666666666664,68.16666666666667,1.0,,1.0,,,,,,,,,,,,
2013-06-01,3.0,0.49,0.0757142857142857,0.0,0.0,70.0,76.7,63.2,66.28571428571429,1.0,,1.0,,,,1.0,,,,,,,,
2013-06-02,2.5,0.5816666666666667,0.5003333333333333,0.0,0.0,58.0,68.5,48.1,51.42857142857143,1.0,,1.0,,,,1.0,,,,,,,,
2013-06-03,6.333333333333333,1.6333333333333335,0.011779661016949152,0.0,0.0,54.0,63.9,42.1,50.0,1.0,,,,,,,,,,,,,,
2013-06-04,,,0.0,0.0,0.0,60.0,70.2,47.9,53.857142857142854,,,,,,,,,,,,,,,
2013-06-05,,,0.00034782608695652176,0.0,0.0,62.0,72.9,52.6,58.57142857142857,,,,,,,,,,,,,,,
2013-06-06,2.0,0.295,0.060250000000000005,0.0,0.0,58.0,66.7,53.4,55.285714285714285,1.0,,,,,,,,,,,,,,
2013-06-07,2.0,0.05,0.12204918032786885,0.0,0.0,58.0,66.4,50.8,55.42857142857143,,,,,,,,,,,,,,,
2013-06-08,8.5,1.18,0.0005405405405405405,0.0,0.0,62.0,71.0,48.0,60.666666666666664,,,,,,,,,,,,,,,
2013-06-09,,,0.0009565217391304348,0.0,0.0,67.0,78.5,55.8,66.71428571428571,1.0,,,,,,,,,,,,,,
2013-06-10,5.0,0.44166666666666665,0.38443548387096776,0.0,0.0,71.0,78.0,59.4,63.0,1.0,,1.0,,,,1.0,,,,,,,,
2013-06-11,3.0,0.44999999999999996,0.013893805309734514,0.0,0.0,70.0,81.3,58.5,67.85714285714286,1.0,1.0,1.0,,,,1.0,,,,,,,,
2013-06-12,6.75,0.4225,0.1152892561983471,0.0,0.0,75.0,85.5,62.3,66.85714285714286,1.0,,1.0,,1.0,,1.0,,,,,,,,
2013-06-13,3.0,1.84,0.8838129496402878,0.0,0.0,67.0,77.3,58.4,60.142857142857146,1.0,,1.0,,1.0,,,,,1.0,,,,,
2013-06-14,,,0.011083333333333334,0.0,0.0,64.0,73.9,54.7,58.42857142857143,,,,,,,,,,,,,,,
2013-06-15,8.0,0.68,0.011228070175438597,0.0,0.0,67.0,78.8,57.3,67.28571428571429,1.0,,1.0,,,,,,,,,,,,
2013-06-16,8.8,0.966,0.13295081967213113,0.0,0.0,76.0,82.6,66.0,72.0,,,1.0,,,,,,,,,,,,
2013-06-17,3.0,0.1125,0.0028205128205128207,0.0,0.0,77.0,86.4,60.6,64.42857142857143,,,1.0,,,,1.0,,,,,,,,
2013-06-18,13.0,2.34,0.058,0.0,0.0,63.0,76.9,55.6,57.285714285714285,1.0,,1.0,,,,1.0,,,,,,,,
2013-06-19,8.0,2.24,0.0016935483870967741,0.0,0.0,63.0,72.4,54.0,60.142857142857146,,,,,,,,,,,,,,,
2013-06-20,,,0.0,0.0,0.0,71.0,81.7,57.6,67.71428571428571,,,,,,,,,,,,,,,
2013-06-21,4.5,0.0,0.024529914529914532,0.0,0.0,75.0,85.6,65.9,74.28571428571429,1.0,,1.0,,,,,,,,,,,,
2013-06-22,2.0,0.58,0.36388429752066115,0.0,0.0,73.0,82.5,67.8,70.0,1.0,,1.0,,,,1.0,,,,,,,,
2013-06-23,2.3333333333333335,0.5633333333333334,0.03716814159292035,0.0,0.0,76.0,85.6,66.7,74.42857142857143,1.0,,1.0,,,,1.0,,,,,,,,
2013-06-24,2.5,0.11,0.12333333333333334,0.0,0.0,76.0,87.4,68.4,70.42857142857143,1.0,,1.0,,,,1.0,,,1.0,,,,,
2013-06-25,12.0,1.34,0.2734710743801653,0.0,0.0,73.0,86.2,67.1,71.42857142857143,1.0,,1.0,,,,1.0,,,1.0,,,,,
2013-06-26,4.2,1.6475,0.7777499999999999,0.0,0.0,73.0,82.5,66.4,67.71428571428571,1.0,,1.0,,,,,,,,,,,,
2013-06-27,2.0,5.09,0.35024793388429754,0.0,0.0,76.0,86.6,64.3,71.71428571428571,1.0,1.0,1.0,,,,1.0,,,,,,,,
2013-06-28,3.0,2.59,0.13941176470588235,0.0,0.0,75.0,85.5,66.1,68.0,,,1.0,,,,,,,,,,,,
2013-06-29,5.0,1.8050000000000002,0.18330578512396695,0.0,0.0,68.0,76.2,62.9,64.14285714285714,1.0,,1.0,,,,1.0,,,,,,,,
2013-06-30,5.0,0.31,0.03420560747663551,0.0,0.0,68.0,73.7,62.1,64.85714285714286,,,,,,,,,,,,,,,
2013-07-01,3.7777777777777777,0.29555555555555557,9.009009009009009e-05,0.0,0.0,68.0,73.88888888888889,59.22222222222222,63.333333333333336,,,,,,,,,,,,,,,
2013-07-02,5.0,0.28,0.0,0.0,0.0,65.0,69.55555555555556,59.666666666666664,62.0,1.0,,,,,,,,,,,,,,
2013-07-03,,,0.032622950819672134,0.0,0.0,64.0,70.44444444444444,60.111111111111114,61.666666666666664,1.0,,1.0,,,,1.0,,,,,,,,
2013-07-04,2.5,0.16499999999999998,0.05608695652173913,0.0,0.0,69.0,79.11111111111111,58.111111111111114,66.0,1.0,,,,,,1.0,,,,,,,,
2013-07-05,2.0,0.0,0.0,0.0,0.0,74.0,83.44444444444444,61.44444444444444,69.66666666666667,1.0,,,,,,1.0,,,,,,,,
2013-07-06,,,0.0007407407407407407,0.0,0.0,75.0,82.44444444444444,66.22222222222223,72.0,1.0,,,,,,1.0,,,,,,,,
2013-07-07,5.0,0.04,0.005,0.0,0.0,77.0,86.44444444444444,68.0,76.66666666666667,,,,,,,,,,,,,,,
2013-07-08,5.571428571428571,0.1757142857142857,0.03859813084112149,0.0,0.0,78.0,87.22222222222223,71.55555555555556,75.0,1.0,,1.0,,,,1.0,,,,,,,,
2013-07-09,4.8,0.836,0.8363414634146342,0.0,0.0,80.0,85.5,71.125,76.6,1.0,,1.0,,,,1.0,,,,,,,,
2013-07-10,10.0,0.7450000000000001,0.06103448275862069,0.0,0.0,81.0,85.22222222222223,67.88888888888889,71.33333333333333,,,,,,,,,,,,,,,
2013-07-11,10.0,2.0233333333333334,0.005350877192982456,0.0,0.0,73.0,81.33333333333333,62.111111111111114,64.33333333333333,,,,,,,,,,,,,,,
2013-07-12,18.5,3.075,0.0,0.0,0.0,72.0,80.77777777777777,57.22222222222222,64.83333333333333,,,,,,,1.0,,,,,,,,
2013-07-13,9.0,0.30333333333333334,0.0,0.0,0.0,74.0,82.66666666666667,62.22222222222222,67.83333333333333,,,,,,,,,,,,,,,
2013-07-14,,,0.0,0.0,0.0,78.0,85.875,69.875,74.8,,,,,,,,,,,,,,,
2013-07-15,4.0,0.0,0.001415929203539823,0.0,0.0,80.0,88.88888888888889,71.66666666666667,76.0,1.0,,,,,,1.0,,,,,,,,
2013-07-16,4.0,0.09,0.07458333333333335,0.0,0.0,81.0,91.44444444444444,74.11111111111111,78.83333333333333,,,,,,,,,,,,,,,
2013-07-17,3.0,0.16,0.0,0.0,0.0,85.0,93.5,75.1,79.57142857142857,,,,,,,,,,,,,,,
2013-07-18,,,0.006379310344827586,0.0,0.0,85.0,95.0,76.9,80.0,,,1.0,,,,,,,,,,,,
2013-07-19,,,0.055614035087719296,0.0,0.0,86.0,95.55555555555556,74.77777777777777,78.5,1.0,,1.0,,,,,,,,,,,,
2013-07-20,11.666666666666666,0.15666666666666665,0.21898305084745762,0.0,0.0,80.0,89.77777777777777,69.88888888888889,73.33333333333333,1.0,,1.0,,,,,,,,,,,,
2013-07-21,6.333333333333333,0.12333333333333334,0.14052173913043478,0.0,0.0,76.0,88.0,67.77777777777777,73.5,1.0,,1.0,,,,,,,,,,,,
2013-07-22,4.0,0.125,0.12939655172413794,0.0,0.0,76.0,88.33333333333333,69.11111111111111,72.0,1.0,,1.0,,,,,,,,,,,,
2013-07-23,4.75,1.275,0.05347107438016529,0.0,0.0,75.0,82.0,64.22222222222223,66.0,,,1.0,,,,,,,,,,,,
2013-07-24,2.0,0.02,8.474576271186441e-05,0.0,0.0,66.0,74.33333333333333,58.888888888888886,61.0,,,,,,,,,,,,,,,
2013-07-25,,,0.0,0.0,0.0,68.0,77.77777777777777,55.666666666666664,64.0,,,,,,,,,,,,,,,
2013-07-26,6.0,0.0,0.031065573770491805,0.0,0.0,69.0,75.11111111111111,62.22222222222222,65.0,1.0,,,,,,,,,,,,,,
2013-07-27,2.0,0.3,0.1886065573770492,0.0,0.0,62.0,68.66666666666667,56.77777777777778,58.5,,,,,,,,,,,,,,,
2013-07-28,13.5,1.305,0.013716814159292035,0.0,0.0,60.0,68.77777777777777,53.666666666666664,62.0,,,,,,,,,,,,,,,
2013-07-29,3.25,0.042499999999999996,0.004166666666666667,0.0,0.0,65.0,73.11111111111111,55.77777777777778,60.166666666666664,,,,,,,,,,,,,,,
2013-07-30,5.75,0.225,0.0014545454545454547,0.0,0.0,66.0,74.77777777777777,57.55555555555556,63.833333333333336,1.0,,,,,,1.0,,,,,,,,
2013-07-31,2.6666666666666665,0.04,0.08113821138211383,0.0,0.0,68.0,73.88888888888889,61.77777777777778,64.5,1.0,,1.0,,,,1.0,,,,,,,,
2013-08-01,7.0,0.83,0.20408,0.0,0.0,70.0,78.77777777777777,60.111111111111114,64.66666666666667,,,1.0,,,,,,,,,,,,
2013-08-02,4.25,0.63,0.2518548387096774,0.0,0.0,72.0,83.33333333333333,62.111111111111114,68.16666666666667,1.0,,1.0,,,,1.0,,,,,,,,
2013-08-03,2.0,0.4975,0.4366101694915254,0.0,0.0,74.0,80.88888888888889,63.22222222222222,67.0,,,,,,,,,,,,,,,
2013-08-04,9.666666666666666,0.9266666666666667,0.00027272727272727274,0.0,0.0,69.0,75.77777777777777,59.0,65.33333333333333,,,,,,,,,,,,,,,
2013-08-05,3.3333333333333335,0.17,0.001965811965811966,0.0,0.0,66.0,75.22222222222223,59.0,65.16666666666667,,,,,,,,,,,,,,,
2013-08-06,,,0.058512396694214874,0.0,0.0,72.0,80.88888888888889,65.0,70.66666666666667,1.0,,1.0,,,,1.0,,,,,,,,
2013-08-07,,,0.007478260869565217,0.0,0.0,79.0,86.77777777777777,67.55555555555556,70.83333333333333,1.0,,,,,,1.0,,,,,,,,
2013-08-08,5.0,0.41500000000000004,0.06,0.0,0.0,72.0,80.55555555555556,65.66666666666667,67.16666666666667,,,,,,,1.0,,,,,,,,
2013-08-09,2.5,0.005,0.00018518518518518518,0.0,0.0,72.0,80.88888888888889,59.44444444444444,66.5,,,,,,,,,,,,,,,
2013-08-10,,,0.006111111111111111,0.0,0.0,74.0,80.88888888888889,64.0,68.33333333333333,1.0,,,,,,,,,,,,,,
2013-08-11,4.5,0.035,0.00018518518518518518,0.0,0.0,71.0,81.66666666666667,59.888888888888886,69.33333333333333,1.0,,,,,,,,,,,,,,
2013-08-12,3.75,0.0125,0.026869565217391308,0.0,0.0,74.0,82.66666666666667,65.88888888888889,68.83333333333333,1.0,,1.0,,,,1.0,,,,,,,,
2013-08-13,11.0,0.24,0.1958267716535433,0.0,0.0,67.0,75.22222222222223,59.77777777777778,60.666666666666664,,,,,,,,,,,,,,,
2013-08-14,8.333333333333334,0.22333333333333336,8.130081300813008e-05,0.0,0.0,64.0,71.33333333333333,55.111111111111114,57.5,,,,,,,,,,,,,,,
2013-08-15,,,0.0,0.0,0.0,64.0,74.44444444444444,54.666666666666664,60.333333333333336,,,,,,,,,,,,,,,
2013-08-16,8.0,0.0,0.0,0.0,0.0,69.0,79.33333333333333,55.888888888888886,62.0,,,,,,,1.0,,,,,,,,
2013-08-17,,,0.0,0.0,0.0,71.0,80.11111111111111,56.888888888888886,65.33333333333333,1.0,,,,,,1.0,,,,,,,,
2013-08-18,13.0,0.13,0.0,0.0,0.0,72.0,80.88888888888889,59.333333333333336,65.33333333333333,1.0,,,,,,1.0,,,,,,,,
2013-08-19,2.5,0.0,0.0,0.0,0.0,72.0,83.88888888888889,59.666666666666664,66.33333333333333,1.0,,,,,,1.0,,,,,,,,
2013-08-20,,,0.0,0.0,0.0,77.0,86.88888888888889,64.11111111111111,70.0,1.0,,,,,,1.0,,,,,,,,
2013-08-21,5.0,0.0,0.001271186440677966,0.0,0.0,79.0,89.55555555555556,67.22222222222223,72.33333333333333,,,1.0,,,,1.0,,,,,,,,
2013-08-22,2.0,0.23,0.16078125000000001,0.0,0.0,75.0,82.7,66.3,69.0,1.0,,1.0,,,,,,,,,,,,
2013-08-23,2.0,0.25,0.34553846153846157,0.0,0.0,73.0,78.33333333333333,62.55555555555556,65.33333333333333,1.0,,1.0,,,,,,,,,,,,
2013-08-24,8.0,0.6,8.19672131147541e-05,0.0,0.0,73.0,83.77777777777777,60.44444444444444,68.33333333333333,,,,,,,,,,,,,,,
2013-08-25,4.333333333333333,0.16666666666666666,0.0,0.0,0.0,77.0,87.88888888888889,64.66666666666667,74.0,,,,,,,,,,,,,,,
2013-08-26,4.5,0.245,0.0,0.0,0.0,80.0,90.55555555555556,68.22222222222223,74.0,,,,,,,,,,,,,,,
2013-08-27,,,0.0,0.0,0.0,84.0,93.44444444444444,74.22222222222223,79.5,,,,,,,,,,,,,,,
2013-08-28,10.0,0.0,0.0,0.0,0.0,81.0,86.88888888888889,70.88888888888889,72.5,1.0,,,,,,1.0,,,,,,,,
2013-08-29,7.0,0.15,0.0,0.0,0.0,77.0,84.77777777777777,67.44444444444444,70.66666666666667,1.0,1.0,,,,,1.0,,,,,,,,
2013-08-30,,,0.023305084745762712,0.0,0.0,80.0,93.0,67.8,70.71428571428571,1.0,,1.0,,,,1.0,,,,,,,,
2013-08-31,5.0,0.74,0.41671875,0.0,0.0,73.0,83.22222222222223,69.44444444444444,71.33333333333333,1.0,,1.0,,1.0,,1.0,,,,,,,,
2013-09-01,3.5,0.9475,0.5482926829268292,0.0,0.0,74.0,82.66666666666667,65.77777777777777,69.66666666666667,1.0,,1.0,,,,,,,,,,,,
2013-09-02,2.5,0.675,0.33856,0.0,0.0,72.0,79.44444444444444,61.77777777777778,64.0,,,1.0,,,,,,,,,,,,
2013-09-03,3.5,0.9175,8.474576271186441e-05,0.0,0.0,66.0,76.22222222222223,56.55555555555556,59.5,,,,,,,,,,,,,,,
2013-09-04,,,0.0,0.0,0.0,69.0,80.88888888888889,56.888888888888886,63.5,1.0,,,,,,,,,,,,,,
2013-09-05,,,0.00017094017094017094,0.0,0.0,71.0,76.88888888888889,60.44444444444444,65.66666666666667,,,,,,,,,,,,,,,
2013-09-06,5.0,0.0,0.0,0.0,0.0,69.0,81.0,58.55555555555556,65.16666666666667,,,,,,,,,,,,,,,
2013-09-07,11.0,0.85,0.0005263157894736842,0.0,0.0,76.0,86.0,63.888888888888886,73.0,,,1.0,,,,,,,,,,,,
2013-09-08,,,0.004513274336283186,0.0,0.0,75.0,80.66666666666667,69.33333333333333,71.66666666666667,,,,,,,1.0,,,,,,,,
2013-09-09,2.5,0.005,0.0,0.0,0.0,78.0,88.2,68.0,75.0,1.0,,,,,,1.0,,,,,,,,
2013-09-10,5.0,0.0,0.0,0.0,0.0,87.0,94.66666666666667,74.44444444444444,78.83333333333333,,,,,,,,,,,,,,,
2013-09-11,14.0,0.67,0.0007017543859649123,0.0,0.0,83.0,91.77777777777777,73.55555555555556,74.33333333333333,1.0,,1.0,,,,1.0,,,,,,,,
2013-09-12,2.0,0.14,0.037560975609756096,0.0,0.0,75.0,85.0,63.111111111111114,64.83333333333333,1.0,,,,,,1.0,,,,,,,,
2013-09-13,,,0.018264462809917354,0.0,0.0,62.0,71.55555555555556,53.111111111111114,55.833333333333336,,,,,,,,,,,,,,,
2013-09-14,8.5,0.065,0.0009345794392523365,0.0,0.0,59.0,69.8,47.0,54.142857142857146,1.0,,,,,,,,,,,,,,
2013-09-15,4.666666666666667,0.03,0.06844036697247706,0.0,0.0,59.0,65.33333333333333,54.333333333333336,58.0,1.0,,,,,,,,,,,,,,
2013-09-16,3.2,0.54,0.4384920634920635,0.0,0.0,59.0,63.666666666666664,52.55555555555556,54.666666666666664,1.0,,,,,,1.0,,,,,,,,
2013-09-17,,,0.00017094017094017094,0.0,0.0,59.0,68.22222222222223,49.77777777777778,56.833333333333336,,,,,,,,,,,,,,,
2013-09-18,7.2,0.346,0.017478260869565214,0.0,0.0,68.0,77.88888888888889,57.22222222222222,65.66666666666667,1.0,,1.0,,,,1.0,,,,,,,,
2013-09-19,,,0.8263565891472868,0.0,0.0,73.0,82.88888888888889,66.88888888888889,70.83333333333333,1.0,,1.0,,,,1.0,,,,,,,,
2013-09-20,2.0,0.9633333333333334,0.24258064516129033,0.0,0.0,73.0,78.55555555555556,61.111111111111114,62.833333333333336,,,1.0,,,,,,,,,,,,
2013-09-21,2.0,0.77,0.0020535714285714285,0.0,0.0,60.0,70.11111111111111,51.666666666666664,55.666666666666664,,,,,,,,,,,,,,,
2013-09-22,2.6666666666666665,0.10666666666666667,9.345794392523364e-05,0.0,0.0,57.0,66.77777777777777,47.888888888888886,54.833333333333336,,,,,,,,,,,,,,,
2013-09-23,3.5,0.155,0.0,0.0,0.0,58.0,67.22222222222223,47.888888888888886,52.833333333333336,,,,,,,,,,,,,,,
2013-09-24,4.0,0.0,0.0,0.0,0.0,60.0,72.0,48.666666666666664,54.833333333333336,,,,,,,1.0,,,,,,,,
2013-09-25,,,0.0,0.0,0.0,62.0,70.55555555555556,51.888888888888886,55.666666666666664,1.0,,,,,,,,,,,,,,
2013-09-26,,,8.547008547008547e-05,0.0,0.0,63.0,73.44444444444444,51.333333333333336,54.833333333333336,1.0,,,,,,1.0,,,,,,,,
2013-09-27,22.0,1.17,8.620689655172414e-05,0.0,0.0,66.0,78.66666666666667,52.666666666666664,58.5,1.0,,,,,,1.0,,,,,,,,
2013-09-28,8.5,0.0,0.01144144144144144,0.0,0.0,68.0,83.0,54.55555555555556,65.16666666666667,1.0,,,,,,1.0,,,,,,,,
2013-09-29,2.0,0.18,0.322,0.0,0.0,65.0,75.0,51.55555555555556,55.5,1.0,,,,,,,,,,,,,,
2013-09-30,3.6,0.356,0.0,0.0,0.0,60.0,71.77777777777777,47.111111111111114,54.0,1.0,,,,,,,,,,,,,,
2013-10-01,6.0,0.24,0.00033898305084745765,0.0,0.0,67.0,77.55555555555556,55.888888888888886,64.66666666666667,1.0,,,,,,1.0,,,,,,,,
2013-10-02,,,0.0,0.0,0.0,70.0,77.22222222222223,60.25,61.6,1.0,1.0,,,,,1.0,,,,,,,,
2013-10-03,3.0,0.0,0.036147540983606556,0.0,0.0,68.0,77.66666666666667,59.625,66.83333333333333,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,
2013-10-04,,,0.48171875000000003,0.0,0.0,69.0,76.22222222222223,64.66666666666667,66.16666666666667,1.0,,1.0,,,,1.0,,,,,,,,
2013-10-05,4.0,0.7533333333333333,0.053703703703703705,0.0,0.0,69.0,79.44444444444444,62.666666666666664,66.5,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,
2013-10-06,3.25,0.8875,0.8499193548387097,0.0,0.0,60.0,71.33333333333333,48.111111111111114,50.5,1.0,,1.0,,,,1.0,,,,,,,,
2013-10-07,3.0,0.4733333333333334,0.01732142857142857,0.0,0.0,53.0,65.88888888888889,44.55555555555556,49.333333333333336,,,,,,,1.0,,,,,,,,
2013-10-08,5.333333333333333,1.0933333333333335,8.695652173913044e-05,0.0,0.0,58.0,71.88888888888889,45.55555555555556,51.333333333333336,,,,,,,1.0,,,,,,,,
2013-10-09,,,0.0,0.0,0.0,60.0,71.88888888888889,47.888888888888886,50.5,1.0,,,,,,,,,,,,,,
2013-10-10,11.0,0.9800000000000001,0.0,0.0,0.0,61.0,72.88888888888889,47.55555555555556,52.833333333333336,1.0,,,,,,1.0,,,,,,,,
2013-10-11,,,0.0,0.0,0.0,64.0,74.55555555555556,51.22222222222222,57.166666666666664,1.0,,,,,,1.0,,,,,,,,
2013-10-12,4.0,0.0,0.0035135135135135136,0.0,0.0,62.0,73.77777777777777,50.888888888888886,58.5,1.0,,1.0,,,,1.0,,,,,,,,
2013-10-13,3.0,0.0,0.06824999999999999,0.0,0.0,55.0,66.88888888888889,43.55555555555556,47.833333333333336,,,,,,,,,,,,,,,
2013-10-14,3.0,0.04,0.0,0.0,0.0,54.0,62.77777777777778,42.55555555555556,50.0,,,,,,,,,,,,,,,
2013-10-15,4.2,0.054000000000000006,0.006320754716981132,0.0,0.0,57.0,64.44444444444444,47.77777777777778,51.666666666666664,1.0,,,,,,1.0,,,,,,,,
2013-10-16,9.0,0.175,0.1210655737704918,0.0,0.0,52.0,57.22222222222222,45.888888888888886,49.0,,,,,,,,,,,,,,,
2013-10-17,,,0.054642857142857146,0.0,0.0,50.0,53.666666666666664,44.22222222222222,46.166666666666664,1.0,,,,,,1.0,,,,,,,,
2013-10-18,3.0,0.3242857142857143,0.16900900900900903,0.0,0.0,45.0,51.111111111111114,39.333333333333336,42.666666666666664,1.0,,,,,1.0,1.0,,,,,,,,
2013-10-19,5.0,0.44,0.010186915887850466,0.0,0.0,47.0,52.55555555555556,41.666666666666664,44.166666666666664,1.0,,,,,,,,,,,,,,
2013-10-20,2.5,0.065,0.018018867924528302,0.0,0.0,47.0,60.55555555555556,37.77777777777778,46.833333333333336,,,,,,,,,,,,,,,
2013-10-21,3.2857142857142856,0.08142857142857142,0.045826086956521746,0.0,0.0,50.0,57.55555555555556,36.333333333333336,41.0,,,,,,,,,,,,,,,
2013-10-22,19.0,1.0,0.002818181818181818,0.0,0.0,36.0,45.666666666666664,29.555555555555557,33.0,1.0,,,,,,,,,,,,,,
2013-10-23,5.5,0.36,0.07767241379310344,0.0,0.0,38.0,44.666666666666664,30.77777777777778,34.666666666666664,,,,1.0,,,1.0,,,,,,,,
2013-10-24,3.0,0.04,0.0019642857142857144,0.0,0.0,39.0,44.55555555555556,31.333333333333332,32.333333333333336,,,,,,,,,,,,,,,
2013-10-25,,,0.00017857142857142857,0.0,0.0,38.0,48.888888888888886,27.77777777777778,35.166666666666664,,,,,,1.0,1.0,,,,,,,,
2013-10-26,5.666666666666667,0.20000000000000004,0.0,0.0,0.0,47.0,53.55555555555556,33.77777777777778,42.0,,,,,,,,,,,,,,,
2013-10-27,2.5,0.0,0.0,0.0,0.0,42.0,54.77777777777778,30.22222222222222,37.833333333333336,,,,,,,,,,,,,,,
2013-10-28,3.0,0.0,0.0,0.0,0.0,45.0,54.22222222222222,34.22222222222222,40.666666666666664,,,,,,,,,,,,,,,
2013-10-29,6.666666666666667,0.12,0.0,0.0,0.0,47.0,56.44444444444444,39.77777777777778,46.666666666666664,,,,,,,1.0,,,,,,,,
2013-10-30,2.0,0.0,0.04247863247863248,0.0,0.0,52.0,60.666666666666664,43.22222222222222,54.833333333333336,1.0,,1.0,,,,1.0,,,,,,,,
2013-10-31,9.0,0.0,1.802015503875969,0.0,0.0,61.0,64.0,46.333333333333336,53.5,1.0,,,,,,,,,,,,,,
2013-11-01,3.25,3.15,0.555206611570248,0.0,0.0,47.0,53.333333333333336,43.22222222222222,44.166666666666664,1.0,,,,,,,,,,,,,,
2013-11-02,6.833333333333333,1.3483333333333334,0.08288135593220339,0.0,0.0,44.0,47.666666666666664,37.888888888888886,39.166666666666664,1.0,,,,,,1.0,,,,,,,,
2013-11-03,,,0.017627118644067796,0.0,0.0,42.0,50.666666666666664,32.22222222222222,42.5,1.0,1.0,,,,,,,,,,,,,
2013-11-04,4.0,0.48,0.0009565217391304348,0.0,0.0,48.0,55.888888888888886,42.375,48.5,,,,,,,,,,,,,,,
2013-11-05,4.0,0.0,0.0052212389380530974,0.0,0.0,53.0,55.888888888888886,48.875,52.5,1.0,,,,,,1.0,,,,,,,,
2013-11-06,5.0,0.65,0.6367213114754099,0.0,0.0,52.0,56.666666666666664,40.888888888888886,45.666666666666664,1.0,,,,,,,,,,,,,,
2013-11-07,2.5,0.89,0.2646551724137931,0.0,0.0,38.0,48.44444444444444,29.88888888888889,32.5,,,,,,1.0,,,,,,,,,
