route,daytype,rides,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,year,month
X49,1,6274,0.0717073170731707,1.285294117647059,2.0462962962962963,6.0,17.7,-3.6,2018,2
73,1,5738,0.0741584158415841,0.1394736842105263,0.1469387755102041,31.0,37.1,25.4,2018,3
143,1,978,0.4660227272727272,5.427631578947368,9.230357142857144,24.0,27.8,15.7,2018,2
124,1,927,0.0129787234042553,0.0,0.0,39.0,48.5,29.1,2018,3
62H,0,402,0.0214705882352941,0.0,0.0,44.0,55.1,32.0,2018,3
56,1,9118,0.0579,0.8306666666666667,0.7895833333333333,30.0,42.9,19.8,2018,3
12,0,5229,0.003010752688172,0.0371794871794871,0.1309523809523809,12.0,18.8,3.7,2018,1
31,1,345,0.4660227272727272,5.427631578947368,9.230357142857144,24.0,27.8,15.7,2018,2
106,1,1562,0.0,0.0,2.8208333333333333,21.0,27.9,10.7,2018,1
30,1,3315,0.0079569892473118,0.15,3.372549019607843,13.0,22.5,3.0,2018,1
112,1,2138,0.0014583333333333,0.0,2.0456521739130435,31.0,35.6,24.2,2018,1
35,1,4770,0.0014583333333333,0.0,2.0456521739130435,31.0,35.6,24.2,2018,1
8A,1,3031,0.0,0.0,0.0,36.0,45.0,26.3,2018,3
12,1,13508,0.0002020202020202,0.0,0.0,40.0,51.0,28.0,2018,2
11,0,584,0.1003333333333333,1.3675675675675676,4.015555555555555,27.0,39.1,16.2,2018,2
151,1,10571,0.1461538461538461,2.526582278481013,2.6293103448275863,19.0,22.8,5.7,2018,1
121,1,1307,0.0073863636363636,0.0999999999999999,4.661702127659575,13.0,21.6,5.2,2018,2
85A,1,505,9.433962264150944e-05,0.0,0.0,37.0,43.5,27.7,2018,3
146,1,11218,0.0014583333333333,0.0,2.0456521739130435,31.0,35.6,24.2,2018,1
8A,1,2639,0.1841666666666666,2.327536231884058,3.887037037037037,12.0,18.0,1.4,2018,2
70,1,9132,0.1501960784313725,0.4213333333333333,0.425,35.0,44.2,29.2,2018,1
111A,1,204,0.0,0.0,0.0,28.0,38.4,15.5,2018,2
57,1,2517,0.0,0.0011904761904761,0.0,28.0,35.1,22.8,2018,3
